chrom	start	end	meth_score	score_calculation	num_methylated	num_unmethylated	total_samples	meth_proportion	unmeth_proportion	proportion_diff	sample_weight	score_interpretation	methylated_samples	unmethylated_samples	haplotype
chr8	139917795	139917821	1.160964047443681	"Total Samples: 4
Methylated: 3 (0.750)
Unmethylated: 1 (0.250)
Proportion Difference: 0.500
Sample Weight (log2(total + 1)): 2.322
Final Score: 0.500 × 2.322 = 1.161
Interpretation: Strongly Methylated"	3	1	4	0.75	0.25	0.5	2.321928094887362	Strongly Methylated	SPM161,SPM180,SPM202	SPM187	H2
chr9	84845283	84845321	0.6666666666666666	"Total Samples: 3
Methylated: 2 (0.667)
Unmethylated: 1 (0.333)
Proportion Difference: 0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: 0.333 × 2.000 = 0.667
Interpretation: Moderately Methylated"	2	1	3	0.6666666666666666	0.3333333333333333	0.3333333333333333	2.0	Moderately Methylated	SPM161,SPM248	SPM206	H2
chr10	45703871	45703892	1.871569948038403	"Total Samples: 6
Methylated: 5 (0.833)
Unmethylated: 1 (0.167)
Proportion Difference: 0.667
Sample Weight (log2(total + 1)): 2.807
Final Score: 0.667 × 2.807 = 1.872
Interpretation: Strongly Methylated"	5	1	6	0.8333333333333334	0.16666666666666666	0.6666666666666667	2.807354922057604	Strongly Methylated	SPM161,SPM198,SPM202,SPM212,SPM231	SPM232	H2
chr10	53915747	53915803	1.5509775004326938	"Total Samples: 5
Methylated: 4 (0.800)
Unmethylated: 1 (0.200)
Proportion Difference: 0.600
Sample Weight (log2(total + 1)): 2.585
Final Score: 0.600 × 2.585 = 1.551
Interpretation: Strongly Methylated"	4	1	5	0.8	0.2	0.6000000000000001	2.584962500721156	Strongly Methylated	SPM161,SPM180,SPM202,SPM206	SPM187	H2
chr10	57835631	57835752	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM180	SPM212	H2
chr10	67294998	67295168	-0.6666666666666666	"Total Samples: 3
Methylated: 1 (0.333)
Unmethylated: 2 (0.667)
Proportion Difference: -0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: -0.333 × 2.000 = -0.667
Interpretation: Moderately Unmethylated"	1	2	3	0.3333333333333333	0.6666666666666666	-0.3333333333333333	2.0	Moderately Unmethylated	SPM180	SPM161,SPM202	H2
chr10	110729562	110729655	1.5509775004326938	"Total Samples: 5
Methylated: 4 (0.800)
Unmethylated: 1 (0.200)
Proportion Difference: 0.600
Sample Weight (log2(total + 1)): 2.585
Final Score: 0.600 × 2.585 = 1.551
Interpretation: Strongly Methylated"	4	1	5	0.8	0.2	0.6000000000000001	2.584962500721156	Strongly Methylated	SPM161,SPM180,SPM202,SPM231	SPM198	H2
chr10	120153409	120153435	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM161	SPM231	H2
chr11	31893469	31893489	0.6666666666666666	"Total Samples: 3
Methylated: 2 (0.667)
Unmethylated: 1 (0.333)
Proportion Difference: 0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: 0.333 × 2.000 = 0.667
Interpretation: Moderately Methylated"	2	1	3	0.6666666666666666	0.3333333333333333	0.3333333333333333	2.0	Moderately Methylated	SPM206,SPM212	SPM187	H2
chr11	42696564	42696756	0.5169925001442311	"Total Samples: 5
Methylated: 3 (0.600)
Unmethylated: 2 (0.400)
Proportion Difference: 0.200
Sample Weight (log2(total + 1)): 2.585
Final Score: 0.200 × 2.585 = 0.517
Interpretation: Moderately Methylated"	3	2	5	0.6	0.4	0.19999999999999996	2.584962500721156	Moderately Methylated	SPM180,SPM187,SPM206	SPM161,SPM198	H2
chr11	58418853	58418943	1.160964047443681	"Total Samples: 4
Methylated: 3 (0.750)
Unmethylated: 1 (0.250)
Proportion Difference: 0.500
Sample Weight (log2(total + 1)): 2.322
Final Score: 0.500 × 2.322 = 1.161
Interpretation: Strongly Methylated"	3	1	4	0.75	0.25	0.5	2.321928094887362	Strongly Methylated	SPM180,SPM187,SPM206	SPM232	H2
chr11	74599211	74599255	2.583721851579059	"Total Samples: 9
Methylated: 8 (0.889)
Unmethylated: 1 (0.111)
Proportion Difference: 0.778
Sample Weight (log2(total + 1)): 3.322
Final Score: 0.778 × 3.322 = 2.584
Interpretation: Strongly Methylated"	8	1	9	0.8888888888888888	0.1111111111111111	0.7777777777777777	3.321928094887362	Strongly Methylated	SPM161,SPM180,SPM202,SPM206,SPM212,SPM231,SPM232,SPM248	SPM187	H2
chr12	81786965	81787170	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM180	SPM231	H2
chr13	58070050	58070376	-0.6666666666666666	"Total Samples: 3
Methylated: 1 (0.333)
Unmethylated: 2 (0.667)
Proportion Difference: -0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: -0.333 × 2.000 = -0.667
Interpretation: Moderately Unmethylated"	1	2	3	0.3333333333333333	0.6666666666666666	-0.3333333333333333	2.0	Moderately Unmethylated	SPM180	SPM206,SPM231	H2
chr13	111120421	111120452	2.1428571428571423	"Total Samples: 7
Methylated: 6 (0.857)
Unmethylated: 1 (0.143)
Proportion Difference: 0.714
Sample Weight (log2(total + 1)): 3.000
Final Score: 0.714 × 3.000 = 2.143
Interpretation: Strongly Methylated"	6	1	7	0.8571428571428571	0.14285714285714285	0.7142857142857142	3.0	Strongly Methylated	SPM180,SPM187,SPM198,SPM202,SPM206,SPM231	SPM161	H2
chr14	92124494	92124694	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM206	SPM198	H2
chr15	62652247	62652333	2.583721851579059	"Total Samples: 9
Methylated: 8 (0.889)
Unmethylated: 1 (0.111)
Proportion Difference: 0.778
Sample Weight (log2(total + 1)): 3.322
Final Score: 0.778 × 3.322 = 2.584
Interpretation: Strongly Methylated"	8	1	9	0.8888888888888888	0.1111111111111111	0.7777777777777777	3.321928094887362	Strongly Methylated	SPM161,SPM180,SPM187,SPM198,SPM202,SPM212,SPM232,SPM248	SPM231	H2
chr16	17695235	17695405	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM232	SPM187	H2
chr17	20640108	20640110	0.6666666666666666	"Total Samples: 3
Methylated: 2 (0.667)
Unmethylated: 1 (0.333)
Proportion Difference: 0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: 0.333 × 2.000 = 0.667
Interpretation: Moderately Methylated"	2	1	3	0.6666666666666666	0.3333333333333333	0.3333333333333333	2.0	Moderately Methylated	SPM161,SPM232	SPM180	H2
chr17	35812220	35812541	-0.6666666666666666	"Total Samples: 3
Methylated: 1 (0.333)
Unmethylated: 2 (0.667)
Proportion Difference: -0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: -0.333 × 2.000 = -0.667
Interpretation: Moderately Unmethylated"	1	2	3	0.3333333333333333	0.6666666666666666	-0.3333333333333333	2.0	Moderately Unmethylated	SPM180	SPM187,SPM206	H2
chr17	48915869	48916007	-0.6666666666666666	"Total Samples: 3
Methylated: 1 (0.333)
Unmethylated: 2 (0.667)
Proportion Difference: -0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: -0.333 × 2.000 = -0.667
Interpretation: Moderately Unmethylated"	1	2	3	0.3333333333333333	0.6666666666666666	-0.3333333333333333	2.0	Moderately Unmethylated	SPM232	SPM187,SPM198	H2
chr18	2169304	2169363	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM232	SPM202	H2
chr18	27171463	27171655	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM180	SPM202	H2
chr18	40860365	40860471	-0.5169925001442311	"Total Samples: 5
Methylated: 2 (0.400)
Unmethylated: 3 (0.600)
Proportion Difference: -0.200
Sample Weight (log2(total + 1)): 2.585
Final Score: -0.200 × 2.585 = -0.517
Interpretation: Moderately Unmethylated"	2	3	5	0.4	0.6	-0.19999999999999996	2.584962500721156	Moderately Unmethylated	SPM198,SPM206	SPM212,SPM231,SPM232	H2
chr19	46724368	46724435	2.377443751081734	"Total Samples: 8
Methylated: 7 (0.875)
Unmethylated: 1 (0.125)
Proportion Difference: 0.750
Sample Weight (log2(total + 1)): 3.170
Final Score: 0.750 × 3.170 = 2.377
Interpretation: Strongly Methylated"	7	1	8	0.875	0.125	0.75	3.169925001442312	Strongly Methylated	SPM161,SPM187,SPM198,SPM202,SPM212,SPM232,SPM248	SPM231	H2
chr21	32567171	32567263	2.377443751081734	"Total Samples: 8
Methylated: 7 (0.875)
Unmethylated: 1 (0.125)
Proportion Difference: 0.750
Sample Weight (log2(total + 1)): 3.170
Final Score: 0.750 × 3.170 = 2.377
Interpretation: Strongly Methylated"	7	1	8	0.875	0.125	0.75	3.169925001442312	Strongly Methylated	SPM161,SPM180,SPM187,SPM198,SPM206,SPM212,SPM231	SPM232	H2
chr22	23420551	23420655	0.6666666666666666	"Total Samples: 3
Methylated: 2 (0.667)
Unmethylated: 1 (0.333)
Proportion Difference: 0.333
Sample Weight (log2(total + 1)): 2.000
Final Score: 0.333 × 2.000 = 0.667
Interpretation: Moderately Methylated"	2	1	3	0.6666666666666666	0.3333333333333333	0.3333333333333333	2.0	Moderately Methylated	SPM180,SPM231	SPM206	H2
chrX	31268533	31268611	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM198	SPM232	H2
chrX	132145964	132145993	0.0	"Total Samples: 2
Methylated: 1 (0.500)
Unmethylated: 1 (0.500)
Proportion Difference: 0.000
Sample Weight (log2(total + 1)): 1.585
Final Score: 0.000 × 1.585 = 0.000
Interpretation: Neutral"	1	1	2	0.5	0.5	0.0	1.584962500721156	Neutral	SPM232	SPM187	H2
